GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A83001,A83002,A83003,A84001,A84002,A84003
"G5100650","1920","Virginia","510","Fluvanna","0650","Fluvanna",417,1271,1093,173,5,46
"G5100670","1920","Virginia","510","Franklin","0670","Franklin",1522,3345,2960,347,38,116
"G5100690","1920","Virginia","510","Frederick","0690","Frederick",1043,1795,1385,360,50,69
"G5100710","1920","Virginia","510","Giles","0710","Giles",962,1269,1117,144,8,57
"G5100730","1920","Virginia","510","Gloucester","0730","Gloucester",489,2096,1776,310,10,28
"G5100750","1920","Virginia","510","Goochland","0750","Goochland",458,1280,1169,108,3,25
"G5100770","1920","Virginia","510","Grayson","0770","Grayson",1068,2742,2385,275,82,111
"G5100790","1920","Virginia","510","Greene","0790","Greene",378,804,668,134,2,26
"G5100810","1920","Virginia","510","Greensville","0810","Greensville",1264,1029,622,277,130,42
"G5100830","1920","Virginia","510","Halifax","0830","Halifax",4118,3578,2810,522,246,253
"G5100850","1920","Virginia","510","Hanover","0850","Hanover",1229,2474,1971,434,69,69
"G5100870","1920","Virginia","510","Henrico","0870","Henrico",1408,2471,1773,678,20,107
"G5100890","1920","Virginia","510","Henry","0890","Henry",1925,1878,1627,181,70,117
"G5100910","1920","Virginia","510","Highland","0910","Highland",222,748,606,117,25,13
"G5100930","1920","Virginia","510","Isle Of Wight","0930","Isle Of Wight",1676,1345,972,356,17,30
"G5100950","1920","Virginia","510","James City","0950","James City",461,690,524,134,32,56
"G5100970","1920","Virginia","510","King And Queen","0970","King And Queen",404,1429,1236,165,28,24
"G5100990","1920","Virginia","510","King George","0990","King George",344,860,669,155,36,54
"G5101010","1920","Virginia","510","King William","1010","King William",572,1171,1036,118,17,61
"G5101030","1920","Virginia","510","Lancaster","1030","Lancaster",514,1564,1370,190,4,50
"G5101050","1920","Virginia","510","Lee","1050","Lee",2515,2323,2046,221,56,99
"G5101070","1920","Virginia","510","Loudoun","1070","Loudoun",1894,2490,1918,538,34,68
"G5101090","1920","Virginia","510","Louisa","1090","Louisa",837,2677,2403,264,10,60
"G5101110","1920","Virginia","510","Lunenburg","1110","Lunenburg",1173,1796,1355,415,26,77
"G5101130","1920","Virginia","510","Madison","1130","Madison",477,1338,912,233,193,129
"G5101150","1920","Virginia","510","Matthews","1150","Matthews",227,1624,1472,133,19,35
"G5101170","1920","Virginia","510","Mecklenburg","1170","Mecklenburg",3001,3023,2384,559,80,165
"G5101190","1920","Virginia","510","Middlesex","1190","Middlesex",333,1508,1145,353,10,17
"G5101210","1920","Virginia","510","Montgomery","1210","Montgomery",1367,2566,2118,438,10,37
"G5101230","1920","Virginia","510","Nansemond","1230","Nansemond",1977,2161,1601,522,38,17
"G5101250","1920","Virginia","510","Nelson","1250","Nelson",1322,1970,1554,197,219,112
"G5101270","1920","Virginia","510","New Kent","1270","New Kent",302,665,590,63,12,22
"G5101290","1920","Virginia","510","Norfolk","1290","Norfolk",6219,4951,2714,2211,26,81
"G5101310","1920","Virginia","510","Northampton","1310","Northampton",2481,1346,909,426,11,49
"G5101330","1920","Virginia","510","Northumberland","1330","Northumberland",572,1873,1651,213,9,19
"G5101350","1920","Virginia","510","Nottoway","1350","Nottoway",1071,1811,1467,332,12,56
"G5101370","1920","Virginia","510","Orange","1370","Orange",736,1971,1512,378,81,82
"G5101390","1920","Virginia","510","Page","1390","Page",991,2118,1828,273,17,87
"G5101410","1920","Virginia","510","Patrick","1410","Patrick",993,2151,1921,222,8,100
"G5101430","1920","Virginia","510","Pittsylvania","1430","Pittsylvania",5984,4449,3557,679,213,371
"G5101450","1920","Virginia","510","Powhatan","1450","Powhatan",365,933,784,145,4,20
"G5101470","1920","Virginia","510","Prince Edward","1470","Prince Edward",1202,1795,1423,276,96,58
"G5101490","1920","Virginia","510","Prince George","1490","Prince George",1215,1188,853,301,34,43
"G5101510","1920","Virginia","510","Princess Anne","1510","Princess Anne",1541,1317,986,313,18,14
"G5101530","1920","Virginia","510","Prince William","1530","Prince William",936,1725,1352,361,12,32
"G5101550","1920","Virginia","510","Pulaski","1550","Pulaski",1413,1958,1570,288,100,82
"G5101570","1920","Virginia","510","Rappahannock","1570","Rappahannock",636,824,663,50,111,170
"G5101590","1920","Virginia","510","Richmond","1590","Richmond",434,1107,940,157,10,15
"G5101610","1920","Virginia","510","Roanoke","1610","Roanoke",1485,3001,2317,627,57,56
"G5101630","1920","Virginia","510","Rockbridge","1630","Rockbridge",1610,2594,1904,489,201,93
"G5101650","1920","Virginia","510","Rockingham","1650","Rockingham",1842,4460,3631,819,10,56
"G5101670","1920","Virginia","510","Russell","1670","Russell",2695,2307,2115,167,25,88
"G5101690","1920","Virginia","510","Scott","1690","Scott",1938,2845,2613,174,58,67
"G5101710","1920","Virginia","510","Shenandoah","1710","Shenandoah",1290,3413,2872,540,1,43
"G5101730","1920","Virginia","510","Smyth","1730","Smyth",1746,2290,2006,246,38,87
"G5101750","1920","Virginia","510","Southampton","1750","Southampton",3534,1900,1306,561,33,40
"G5101770","1920","Virginia","510","Spotsylvania","1770","Spotsylvania",452,1666,1313,346,7,36
"G5101790","1920","Virginia","510","Stafford","1790","Stafford",427,1292,1090,184,18,23
"G5101810","1920","Virginia","510","Surry","1810","Surry",1027,995,752,228,15,19
"G5101830","1920","Virginia","510","Sussex","1830","Sussex",1312,1274,999,246,29,66
"G5101850","1920","Virginia","510","Tazewell","1850","Tazewell",2766,2477,2250,187,40,192
"G5101870","1920","Virginia","510","Warren","1870","Warren",707,1081,738,263,80,84
"G5101890","1920","Virginia","510","Warwick","1890","Warwick",1485,683,440,233,10,21
"G5101910","1920","Virginia","510","Washington","1910","Washington",2469,3912,3415,400,97,175
"G5101930","1920","Virginia","510","Westmoreland","1930","Westmoreland",721,1413,1160,236,17,44
"G5101950","1920","Virginia","510","Wise","1950","Wise",6134,2928,2673,192,63,217
"G5101970","1920","Virginia","510","Wythe","1970","Wythe",1709,2286,1880,348,58,84
"G5101990","1920","Virginia","510","York","1990","York",352,1447,1377,63,7,23
"G5105100","1920","Virginia","510","Alexandria City","5100","Alexandria City",2483,1339,1024,297,18,68
"G5105200","1920","Virginia","510","Bristol City","5200","Bristol City",849,683,472,207,4,28
"G5105300","1920","Virginia","510","Buena Vista City","5300","Buena Vista City",363,441,373,64,4,11
"G5105400","1920","Virginia","510","Charlottesville City","5400","Charlottesville City",1336,1118,799,268,51,62
"G5105600","1920","Virginia","510","Clifton Forge City","5600","Clifton Forge City",505,729,503,226,0,31
"G5105900","1920","Virginia","510","Danville City","5900","Danville City",2787,1904,1392,465,47,161
"G5106300","1920","Virginia","510","Fredericksburg City","6300","Fredericksburg City",781,593,469,116,8,7
"G5106600","1920","Virginia","510","Harrisonburg City","6600","Harrisonburg City",647,642,432,207,3,31
"G5106700","1920","Virginia","510","Hopewell City","6700","Hopewell City",242,135,127,8,0,2
"G5106800","1920","Virginia","510","Lynchburg City","6800","Lynchburg City",4028,2410,1815,562,33,120
"G5107000","1920","Virginia","510","Newport News City","7000","Newport News City",5566,2182,1115,974,93,87
"G5107100","1920","Virginia","510","Norfolk City","7100","Norfolk City",20451,6171,3338,2740,93,110
"G5107300","1920","Virginia","510","Petersburg City","7300","Petersburg City",5343,1968,1469,322,177,229
"G5107400","1920","Virginia","510","Portsmouth City","7400","Portsmouth City",8672,3870,2247,1598,25,26
"G5107500","1920","Virginia","510","Radford City","7500","Radford City",426,562,463,92,7,12
"G5107600","1920","Virginia","510","Richmond City","7600","Richmond City",28492,9958,6444,3345,169,741
"G5107700","1920","Virginia","510","Roanoke City","7700","Roanoke City",6006,5082,2963,2062,57,172
"G5107900","1920","Virginia","510","Staunton City","7900","Staunton City",1165,945,772,164,9,29
"G5108000","1920","Virginia","510","Suffolk City","8000","Suffolk City",1268,785,613,161,11,13
"G5108400","1920","Virginia","510","Winchester City","8400","Winchester City",995,786,568,209,9,38
"G5300010","1920","Washington","530","Adams","0010","Adams",1013,1143,660,409,74,63
"G5300030","1920","Washington","530","Asotin","0030","Asotin",393,1169,753,406,10,127
"G5300050","1920","Washington","530","Benton","0050","Benton",1058,1585,721,821,43,81
"G5300070","1920","Washington","530","Chelan","0070","Chelan",2254,2858,1401,1411,46,92
"G5300090","1920","Washington","530","Clallam","0090","Clallam",1296,1615,1179,418,18,105
"G5300110","1920","Washington","530","Clark","0110","Clark",3137,4992,3032,1919,41,155
"G5300130","1920","Washington","530","Columbia","0130","Columbia",640,898,631,255,12,36
"G5300150","1920","Washington","530","Cowlitz","0150","Cowlitz",1043,1827,1260,555,12,34
"G5300170","1920","Washington","530","Douglas","0170","Douglas",790,1536,725,785,26,34
"G5300190","1920","Washington","530","Ferry","0190","Ferry",498,958,721,220,17,7
"G5300210","1920","Washington","530","Franklin","0210","Franklin",717,704,377,319,8,36
"G5300230","1920","Washington","530","Garfield","0230","Garfield",375,524,356,146,22,39
"G5300250","1920","Washington","530","Grant","0250","Grant",806,1156,664,465,27,106
"G5300270","1920","Washington","530","Grays Harbor","0270","Grays Harbor",5409,4819,3064,1617,138,339
"G5300290","1920","Washington","530","Island","0290","Island",469,1038,704,322,12,25
"G5300310","1920","Washington","530","Jefferson","0310","Jefferson",790,863,713,136,14,72
"G5300330","1920","Washington","530","King","0330","King",49292,48420,24693,22652,1075,1835
"G5300350","1920","Washington","530","Kitsap","0350","Kitsap",3326,5187,3337,1629,221,158
