GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AYV001,AZZ001,AZZ002,AZZ003,AZZ004,AZZ005,AZZ006,AZZ007,AZZ008,AZZ009,AZZ010
"G3101730","1900","Nebraska","310","Thurston","1730","Thurston",1313,170,53,22,563,17,260,44,59,116,35
"G3101750","1900","Nebraska","310","Valley","1750","Valley",1556,341,350,11,354,4,215,68,5,191,15
"G3101770","1900","Nebraska","310","Washington","1770","Washington",2667,485,423,26,614,7,443,179,15,439,50
"G3101790","1900","Nebraska","310","Wayne","1790","Wayne",1887,191,524,14,574,12,177,134,5,219,41
"G3101810","1900","Nebraska","310","Webster","1810","Webster",2445,485,500,62,571,11,401,102,9,300,27
"G3101830","1900","Nebraska","310","Wheeler","1830","Wheeler",302,149,47,0,59,8,14,0,0,15,11
"G3101850","1900","Nebraska","310","York","1850","York",3626,517,723,25,867,11,628,178,2,595,88
"G3200010","1900","Nevada","320","Churchill","0010","Churchill",188,59,7,2,11,3,1,0,73,19,12
"G3200050","1900","Nevada","320","Douglas","0050","Douglas",351,79,22,3,11,3,77,8,1,60,66
"G3200070","1900","Nevada","320","Elko","0070","Elko",1323,310,45,4,40,7,418,18,62,260,67
"G3200090","1900","Nevada","320","Esmeralda","0090","Esmeralda",631,67,3,6,12,2,357,6,6,167,12
"G3200110","1900","Nevada","320","Eureka","0110","Eureka",606,39,13,1,7,1,269,2,6,181,55
"G3200130","1900","Nevada","320","Humboldt","0130","Humboldt",1192,144,47,11,27,1,184,12,117,340,189
"G3200150","1900","Nevada","320","Lander","0150","Lander",430,55,3,3,5,0,215,0,11,94,7
"G3200170","1900","Nevada","320","Lincoln","0170","Lincoln",1013,189,7,1,13,1,493,2,0,251,53
"G3200190","1900","Nevada","320","Lyon","0190","Lyon",552,88,48,2,28,0,181,10,1,118,63
"G3200230","1900","Nevada","320","Nye","0230","Nye",356,74,5,2,11,1,137,3,5,38,71
"G3200250","1900","Nevada","320","Ormsby","0250","Ormsby",687,31,7,1,13,2,342,17,3,202,37
"G3200290","1900","Nevada","320","Storey","0290","Storey",1115,15,0,0,3,0,710,8,1,287,40
"G3200310","1900","Nevada","320","Washoe","0310","Washoe",1951,199,81,0,79,6,612,106,10,691,110
"G3200330","1900","Nevada","320","White Pine","0330","White Pine",565,86,56,0,11,0,205,7,0,155,18
"G3209015","1900","Nevada","320","Duck Valley Indian Reservation","9015","Duck Valley Indian Reservation",,,,,,,,,,,
"G3209035","1900","Nevada","320","Pyramid Lake Indian Reservation","9035","Pyramid Lake Indian Reservation",,,,,,,,,,,
"G3209055","1900","Nevada","320","Walker River Indian Reservation","9055","Wlaker River Indian Reservation",,,,,,,,,,,
"G3300010","1900","New Hampshire","330","Belknap","0010","Belknap",4807,1166,376,25,175,11,1036,424,26,1737,88
"G3300030","1900","New Hampshire","330","Carroll","0030","Carroll",4293,1666,385,31,156,9,890,235,34,844,85
"G3300050","1900","New Hampshire","330","Cheshire","0050","Cheshire",7011,1401,672,111,273,23,1253,668,166,2924,221
"G3300070","1900","New Hampshire","330","Coos","0070","Coos",5498,906,745,33,164,11,996,663,57,2458,128
"G3300090","1900","New Hampshire","330","Grafton","0090","Grafton",9355,2508,1005,90,393,28,1832,656,73,2908,357
"G3300110","1900","New Hampshire","330","Hillsborough","0110","Hillsborough",19398,2453,971,122,452,23,3570,1732,255,14030,1026
"G3300130","1900","New Hampshire","330","Merrimack","0130","Merrimack",11846,2788,618,38,266,29,2481,793,181,5190,296
"G3300150","1900","New Hampshire","330","Rockingham","0150","Rockingham",11969,3028,719,57,395,27,2761,802,107,4330,397
"G3300170","1900","New Hampshire","330","Strafford","0170","Strafford",8255,1559,285,34,144,12,1845,439,113,4207,248
"G3300190","1900","New Hampshire","330","Sullivan","0190","Sullivan",4203,913,503,162,177,7,787,298,50,1617,75
"G3400010","1900","New Jersey","340","Atlantic","0010","Atlantic",9413,701,453,33,181,4,1433,1223,96,4939,355
"G3400030","1900","New Jersey","340","Bergen","0030","Bergen",15521,730,619,14,428,19,2784,4189,78,7402,336
"G3400050","1900","New Jersey","340","Burlington","0050","Burlington",13289,614,823,115,1037,29,1903,1951,298,6252,351
"G3400070","1900","New Jersey","340","Camden","0070","Camden",23802,387,361,9,348,28,3062,3347,219,15509,883
"G3400090","1900","New Jersey","340","Cape May","0090","Cape May",3275,301,177,9,133,7,764,644,22,1098,85
"G3400110","1900","New Jersey","340","Cumberland","0110","Cumberland",11665,619,935,62,594,27,1849,1908,178,5534,340
"G3400130","1900","New Jersey","340","Essex","0130","Essex",50099,347,349,6,325,4,7487,11568,239,53975,2359
"G3400150","1900","New Jersey","340","Gloucester","0150","Gloucester",7280,492,865,57,838,22,907,999,206,2825,183
"G3400170","1900","New Jersey","340","Hudson","0170","Hudson",44262,64,81,13,129,3,8018,7889,576,63376,2662
"G3400190","1900","New Jersey","340","Hunterdon","0190","Hunterdon",8421,725,1104,112,1021,26,1181,1001,175,3179,187
"G3400210","1900","New Jersey","340","Mercer","0210","Mercer",19170,428,559,52,535,20,1995,2926,69,12551,674
"G3400230","1900","New Jersey","340","Middlesex","0230","Middlesex",14194,595,668,36,473,21,2473,2464,168,8773,714
"G3400250","1900","New Jersey","340","Monmouth","0250","Monmouth",18134,891,1099,112,827,25,3188,3450,369,7850,731
"G3400270","1900","New Jersey","340","Morris","0270","Morris",13065,1062,635,44,537,13,2172,1836,108,6860,364
"G3400290","1900","New Jersey","340","Ocean","0290","Ocean",4698,497,281,20,179,2,1222,724,94,1559,142
"G3400310","1900","New Jersey","340","Passaic","0310","Passaic",20708,358,285,15,225,8,2889,4809,190,23320,918
"G3400330","1900","New Jersey","340","Salem","0330","Salem",6044,376,682,102,886,10,924,665,122,2201,141
"G3400350","1900","New Jersey","340","Somerset","0350","Somerset",6901,555,800,28,587,10,862,1211,37,3052,199
"G3400370","1900","New Jersey","340","Sussex","0370","Sussex",5488,611,556,19,594,11,816,548,66,2324,85
"G3400390","1900","New Jersey","340","Union","0390","Union",17040,249,190,36,223,3,3084,3563,140,12189,882
"G3400410","1900","New Jersey","340","Warren","0410","Warren",8563,502,446,86,755,9,1638,921,66,4225,198
"G3550035","1900","New Mexico Territory","355","Bernalillo","0035","Bernalillo",6791,1510,19,9,68,9,2541,133,83,2147,311
"G3550055","1900","New Mexico Territory","355","Chaves","0055","Chaves",1174,114,7,153,46,27,51,9,157,236,330
"G3550075","1900","New Mexico Territory","355","Colfax","0075","Colfax",2347,235,20,9,96,0,811,60,17,1043,83
"G3550115","1900","New Mexico Territory","355","Dona Ana","0115","Dona Ana",2297,341,12,69,142,4,633,5,150,808,149
"G3550135","1900","New Mexico Territory","355","Eddy","0135","Eddy",712,158,8,42,80,14,71,11,23,245,63
"G3550155","1900","New Mexico Territory","355","Grant","0155","Grant",3177,306,15,13,103,17,1013,28,53,1473,132
"G3550175","1900","New Mexico Territory","355","Guadalupe","0175","Guadalupe",1179,227,3,0,12,2,688,2,2,233,50
"G3550195","1900","New Mexico Territory","355","Lincoln","0195","Lincoln",1043,284,4,7,104,6,240,9,31,335,43
"G3550255","1900","New Mexico Territory","355","Mora","0255","Mora",2286,897,16,25,63,17,867,4,39,365,50
"G3550275","1900","New Mexico Territory","355","Otero","0275","Otero",1103,224,5,15,75,3,317,8,18,351,74
"G3550315","1900","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",3341,1008,5,44,35,20,1380,7,185,278,395
"G3550375","1900","New Mexico Territory","355","San Juan","0375","San Juan",941,512,62,1,133,1,106,8,6,102,14
"G3550395","1900","New Mexico Territory","355","San Miguel","0395","San Miguel",5142,969,24,27,132,3,1995,41,329,1250,457
"G3550435","1900","New Mexico Territory","355","Santa Fe","0435","Santa Fe",3251,892,11,90,73,4,1063,7,117,794,397
"G3550455","1900","New Mexico Territory","355","Sierra","0455","Sierra",792,111,11,0,29,0,282,11,7,338,25
"G3550475","1900","New Mexico Territory","355","Socorro","0475","Socorro",2936,774,16,47,141,34,874,17,87,790,197
"G3550495","1900","New Mexico Territory","355","Taos","0495","Taos",2498,712,1,12,28,2,1424,11,3,291,37
"G3550535","1900","New Mexico Territory","355","Union","0535","Union",940,276,2,0,22,2,309,0,4,303,60
"G3550555","1900","New Mexico Territory","355","Valencia","0555","Valencia",2953,1105,5,5,37,3,1332,15,60,317,134
"G3559015","1900","New Mexico Territory","355","Jicarilla Apache Indian Reservation","9015","Jicarilla Apache Indian Reservation",,,,,,,,,,,
"G3559035","1900","New Mexico Territory","355","Pueblo Indian Reservation","9035","Pueblo Indian Reservation",,,,,,,,,,,
"G3559055","1900","New Mexico Territory","355","Zuni Indian Reservation","9055","Zuni Indian Reservation",,,,,,,,,,,
"G3600010","1900","New York","360","Albany","0010","Albany",26094,1228,1089,32,937,19,5911,2875,324,23818,1125
"G3600030","1900","New York","360","Allegany","0030","Allegany",10632,2094,1607,39,1254,38,2353,774,49,2385,245
"G3600070","1900","New York","360","Broome","0070","Broome",14481,1755,1525,37,1001,25,2768,2245,58,7291,412
"G3600090","1900","New York","360","Cattaraugus","0090","Cattaraugus",15312,2408,2151,81,1317,34,3331,1617,140,4334,282
"G3600110","1900","New York","360","Cayuga","0110","Cayuga",15021,1850,1858,56,1373,30,3138,2074,103,5471,326
"G3600130","1900","New York","360","Chautauqua","0130","Chautauqua",20332,3149,2515,71,1596,43,4317,3228,122,6474,404
"G3600150","1900","New York","360","Chemung","0150","Chemung",11774,980,697,19,693,25,2551,1561,43,5836,342
"G3600170","1900","New York","360","Chenango","0170","Chenango",9615,1649,1552,46,1146,28,1698,887,53,2716,185
"G3600190","1900","New York","360","Clinton","0190","Clinton",9349,1890,1127,78,663,18,1621,502,169,3283,243
"G3600210","1900","New York","360","Columbia","0210","Columbia",9236,1066,1061,74,743,18,1574,825,111,4408,264
"G3600230","1900","New York","360","Cortland","0230","Cortland",6791,967,953,16,789,17,1458,712,55,2318,150
"G3600250","1900","New York","360","Delaware","0250","Delaware",10910,1649,2471,88,1023,34,1549,1088,87,3193,318
"G3600270","1900","New York","360","Dutchess","0270","Dutchess",15960,1288,1164,134,963,40,2652,2081,154,9478,502
"G3600290","1900","New York","360","Erie","0290","Erie",67570,3128,2406,287,2077,75,13935,13613,606,52025,2338
"G3600310","1900","New York","360","Essex","0310","Essex",6596,1443,582,22,362,11,1403,614,55,2043,188
"G3600330","1900","New York","360","Franklin","0330","Franklin",8684,1885,1071,27,717,23,1543,630,184,2741,217
"G3600350","1900","New York","360","Fulton","0350","Fulton",8990,1023,667,55,400,21,1701,1687,47,5201,238
"G3600370","1900","New York","360","Genesee","0370","Genesee",8230,1126,1234,43,872,19,1390,1186,72,2329,163
"G3600390","1900","New York","360","Greene","0390","Greene",7143,1105,1015,55,538,20,1220,850,35,2688,217
"G3600410","1900","New York","360","Hamilton","0410","Hamilton",905,251,125,63,50,1,123,61,14,156,42
"G3600430","1900","New York","360","Herkimer","0430","Herkimer",11363,1246,970,38,967,12,2374,1417,92,4744,268
"G3600450","1900","New York","360","Jefferson","0450","Jefferson",18025,2282,1697,171,1924,31,3976,1998,247,6147,368
"G3600470","1900","New York","360","Kings","0470","Kings",113972,117,81,14,142,2,18494,25682,572,205012,2403
"G3600490","1900","New York","360","Lewis","0490","Lewis",6548,1605,1343,71,662,24,972,439,61,1373,102
"G3600510","1900","New York","360","Livingston","0510","Livingston",8663,1177,1105,40,940,22,1968,880,97,2483,180
"G3600530","1900","New York","360","Madison","0530","Madison",10387,1533,1540,19,1109,4,2100,1171,26,3201,48
"G3600550","1900","New York","360","Monroe","0550","Monroe",42311,1807,2423,85,1667,54,7939,7565,275,23890,1284
"G3600570","1900","New York","360","Montgomery","0570","Montgomery",9475,953,607,104,863,7,1748,1130,146,5297,262
"G3600590","1900","New York","360","Nassau","0590","Nassau",11358,680,517,35,434,7,2349,2107,99,5368,104
"G3600610","1900","New York","360","New York","0610","New York",100547,20,35,9,126,3,8928,13903,1267,384223,16947
"G3600630","1900","New York","360","Niagara","0630","Niagara",16205,1688,1523,42,1187,35,2960,2034,160,6528,485
"G3600650","1900","New York","360","Oneida","0650","Oneida",26817,2715,2455,177,1756,43,5706,3870,310,12712,936
"G3600670","1900","New York","360","Onondaga","0670","Onondaga",33384,2392,2285,41,1664,18,6651,6649,80,19674,308
"G3600690","1900","New York","360","Ontario","0690","Ontario",11807,1499,1723,38,1098,23,2179,1474,60,3822,258
"G3600710","1900","New York","360","Orange","0710","Orange",20078,1296,1530,38,1110,27,3472,2726,78,12253,644
"G3600730","1900","New York","360","Orleans","0730","Orleans",7291,843,1107,78,1001,18,1365,884,83,1986,111
"G3600750","1900","New York","360","Oswego","0750","Oswego",17325,3066,2433,66,1288,76,3996,1862,111,4576,421
"G3600770","1900","New York","360","Otsego","0770","Otsego",12617,2108,1831,85,1660,22,2281,1201,41,3827,194
"G3600790","1900","New York","360","Putnam","0790","Putnam",3060,507,369,3,266,4,433,186,21,1333,125
"G3600810","1900","New York","360","Queens","0810","Queens",24221,313,265,31,524,2,4515,5932,185,19157,416
"G3600830","1900","New York","360","Rensselaer","0830","Rensselaer",20393,1485,1077,233,890,19,4072,2588,388,16181,1000
"G3600850","1900","New York","360","Richmond","0850","Richmond",11251,106,84,2,85,0,2557,2020,37,8205,254
"G3600870","1900","New York","360","Rockland","0870","Rockland",7254,403,259,24,174,17,1266,1042,63,4228,258
"G3600890","1900","New York","360","St Lawrence","0890","St Lawrence",20213,3517,2348,198,2260,40,4177,1727,333,5388,463
"G3600910","1900","New York","360","Saratoga","0910","Saratoga",12967,1601,1214,36,841,26,2599,1407,90,6407,297
"G3600930","1900","New York","360","Schenectady","0930","Schenectady",7446,385,471,4,279,4,1274,1606,24,5573,233
"G3600950","1900","New York","360","Schoharie","0950","Schoharie",6770,1351,1171,52,866,49,1108,435,55,1725,260
"G3600970","1900","New York","360","Schuyler","0970","Schuyler",4298,861,709,19,457,9,808,336,33,1100,69
"G3600990","1900","New York","360","Seneca","0990","Seneca",6387,815,812,32,682,11,1298,653,201,1876,120
"G3601010","1900","New York","360","Steuben","1010","Steuben",19826,3070,3026,120,1787,43,3625,2329,121,6084,406
"G3601030","1900","New York","360","Suffolk","1030","Suffolk",16545,1830,899,46,445,41,4202,2750,104,6357,233
"G3601050","1900","New York","360","Sullivan","1050","Sullivan",7158,1854,1399,31,510,10,998,565,40,1749,154
"G3601070","1900","New York","360","Tioga","1070","Tioga",7317,1279,975,69,786,10,1478,541,71,2306,140
"G3601090","1900","New York","360","Tompkins","1090","Tompkins",8517,1272,1140,40,756,22,1673,1014,72,2804,148
"G3601110","1900","New York","360","Ulster","1110","Ulster",18034,2313,1716,47,1004,31,3425,2052,176,8821,439
"G3601130","1900","New York","360","Warren","1130","Warren",6663,1203,568,28,267,5,1443,1034,44,2250,113
"G3601150","1900","New York","360","Washington","1150","Washington",10733,1479,1442,27,743,33,2392,1244,64,3556,219
"G3601170","1900","New York","360","Wayne","1170","Wayne",12325,1813,2144,123,1293,15,2249,1290,123,3362,215
"G3601190","1900","New York","360","Westchester","1190","Westchester",29131,1032,566,73,687,35,4511,5656,522,21796,2074
"G3601210","1900","New York","360","Wyoming","1210","Wyoming",7540,1442,1308,35,787,22,1459,672,37,1764,105
"G3601230","1900","New York","360","Yates","1230","Yates",5333,763,1127,37,555,9,856,525,26,1418,144
"G3700010","1900","North Carolina","370","Alamance","0010","Alamance",4806,1258,214,44,769,5,533,87,66,1623,219
"G3700030","1900","North Carolina","370","Alexander","0030","Alexander",2164,1140,239,17,483,3,73,10,28,176,10
"G3700050","1900","North Carolina","370","Alleghany","0050","Alleghany",1491,1004,108,1,244,1,11,1,3,116,8
"G3700070","1900","North Carolina","370","Anson","0070","Anson",4030,774,183,75,1813,9,207,15,18,798,150
"G3700090","1900","North Carolina","370","Ashe","0090","Ashe",3573,2297,145,4,679,8,40,5,8,401,26
"G3700130","1900","North Carolina","370","Beaufort","0130","Beaufort",5388,1433,267,49,634,11,648,144,227,1843,171
"G3700150","1900","North Carolina","370","Bertie","0150","Bertie",4070,1100,392,39,1134,15,164,49,75,811,282
"G3700170","1900","North Carolina","370","Bladen","0170","Bladen",3312,1617,129,132,608,9,143,16,79,509,78
"G3700190","1900","North Carolina","370","Brunswick","0190","Brunswick",2431,1096,51,2,232,0,358,14,13,640,47
"G3700210","1900","North Carolina","370","Buncombe","0210","Buncombe",7827,2241,258,70,1582,11,633,212,137,3287,392
"G3700230","1900","North Carolina","370","Burke","0230","Burke",3206,1358,109,35,711,8,65,14,256,535,119
"G3700250","1900","North Carolina","370","Cabarrus","0250","Cabarrus",4091,718,248,12,1048,9,418,84,44,1447,65
"G3700270","1900","North Carolina","370","Caldwell","0270","Caldwell",2973,1548,112,11,564,4,239,35,27,410,42
"G3700290","1900","North Carolina","370","Camden","0290","Camden",1073,261,98,32,461,2,14,6,27,195,15
"G3700310","1900","North Carolina","370","Carteret","0310","Carteret",2452,445,36,90,171,2,1023,23,135,484,102
"G3700330","1900","North Carolina","370","Caswell","0330","Caswell",2922,588,147,39,992,8,113,22,20,873,138
"G3700350","1900","North Carolina","370","Catawba","0350","Catawba",4196,1609,260,42,780,8,389,129,83,751,185
"G3700370","1900","North Carolina","370","Chatham","0370","Chatham",4584,1710,352,50,1519,7,177,21,43,677,60
"G3700390","1900","North Carolina","370","Cherokee","0390","Cherokee",2112,917,60,45,720,4,68,13,20,244,23
"G3700410","1900","North Carolina","370","Chowan","0410","Chowan",1972,339,173,19,326,3,21,24,262,710,174
"G3700430","1900","North Carolina","370","Clay","0430","Clay",833,425,32,4,307,2,7,1,4,62,4
"G3700450","1900","North Carolina","370","Cleveland","0450","Cleveland",4681,1470,246,51,1669,15,227,43,28,895,111
"G3700470","1900","North Carolina","370","Columbus","0470","Columbus",4039,2163,152,83,460,16,156,20,115,755,160
"G3700490","1900","North Carolina","370","Craven","0490","Craven",5093,820,224,67,644,9,861,94,105,2446,252
"G3700510","1900","North Carolina","370","Cumberland","0510","Cumberland",5506,1529,131,122,872,7,526,43,88,1888,359
"G3700530","1900","North Carolina","370","Currituck","0530","Currituck",1312,437,73,73,312,21,61,12,59,212,50
"G3700550","1900","North Carolina","370","Dare","0550","Dare",966,207,0,1,19,0,593,8,5,128,8
"G3700570","1900","North Carolina","370","Davidson","0570","Davidson",4676,1892,625,37,846,23,354,71,100,761,43
"G3700590","1900","North Carolina","370","Davie","0590","Davie",2360,657,248,38,830,12,143,34,25,324,59
"G3700610","1900","North Carolina","370","Duplin","0610","Duplin",4217,1646,318,39,1149,73,181,27,32,722,90
"G3700630","1900","North Carolina","370","Durham","0630","Durham",4775,537,86,12,835,5,726,138,23,2613,96
"G3700650","1900","North Carolina","370","Edgecombe","0650","Edgecombe",5402,455,159,38,1639,16,272,51,16,2241,537
