GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A47001,A48001,A48002,A49001,A49002,A49003,A49004,A49005,A49006,A49007,A49008,A49009,A49010
"G3101850","1910","Nebraska","310","York","1850","York",4220,2028,2192,653,309,13,1052,1,1127,214,25,779,47
"G3200010","1910","Nevada","320","Churchill","0010","Churchill",808,342,466,262,51,0,29,0,196,28,11,212,19
"G3200030","1910","Nevada","320","Clark","0030","Clark",1034,135,899,106,12,0,15,2,347,12,7,414,119
"G3200050","1910","Nevada","320","Douglas","0050","Douglas",384,123,261,76,25,0,22,0,109,12,26,71,43
"G3200070","1910","Nevada","320","Elko","0070","Elko",2321,417,1904,281,55,2,47,32,1040,43,22,705,94
"G3200090","1910","Nevada","320","Esmeralda","0090","Esmeralda",3876,103,3773,86,6,0,11,0,1842,40,109,1656,126
"G3200110","1910","Nevada","320","Eureka","0110","Eureka",535,50,485,31,8,0,11,0,275,3,12,170,25
"G3200130","1910","Nevada","320","Humboldt","0130","Humboldt",1760,258,1502,156,35,2,53,12,624,31,22,599,226
"G3200150","1910","Nevada","320","Lander","0150","Lander",463,48,415,36,3,0,8,1,218,0,0,178,19
"G3200170","1910","Nevada","320","Lincoln","0170","Lincoln",902,80,822,51,8,0,21,0,269,10,22,505,16
"G3200190","1910","Nevada","320","Lyon","0190","Lyon",869,198,671,95,39,0,63,1,250,28,26,291,76
"G3200230","1910","Nevada","320","Nye","0230","Nye",3121,122,2999,108,5,0,8,1,1306,38,48,1504,103
"G3200250","1910","Nevada","320","Ormsby","0250","Ormsby",944,34,910,20,3,0,11,0,398,34,11,392,75
"G3200290","1910","Nevada","320","Storey","0290","Storey",857,17,840,12,0,0,5,0,504,9,25,282,20
"G3200310","1910","Nevada","320","Washoe","0310","Washoe",3965,310,3655,144,72,4,77,13,1227,279,36,1960,153
"G3200330","1910","Nevada","320","White Pine","0330","White Pine",1838,173,1665,143,3,3,24,0,317,55,61,1077,155
"G3300010","1910","New Hampshire","330","Belknap","0010","Belknap",5508,1657,3851,1145,364,1,147,0,1181,345,25,2193,107
"G3300030","1910","New Hampshire","330","Carroll","0030","Carroll",4387,1887,2500,1510,256,4,115,2,1159,245,24,995,77
"G3300050","1910","New Hampshire","330","Cheshire","0050","Cheshire",7781,2121,5660,1293,612,4,212,0,1625,693,31,3244,67
"G3300070","1910","New Hampshire","330","Coos","0070","Coos",6707,1628,5079,878,627,2,119,2,1552,653,61,2743,70
"G3300090","1910","New Hampshire","330","Grafton","0090","Grafton",10468,3474,6994,2182,963,28,298,3,2173,791,120,3770,140
"G3300110","1910","New Hampshire","330","Hillsborough","0110","Hillsborough",27802,3390,24412,2271,799,3,307,10,4499,1977,99,17297,540
"G3300130","1910","New Hampshire","330","Merrimack","0130","Merrimack",13224,3631,9593,2676,660,5,287,3,2800,856,62,5701,174
"G3300150","1910","New Hampshire","330","Rockingham","0150","Rockingham",13228,4242,8986,3011,865,0,362,4,2998,826,81,4939,142
"G3300170","1910","New Hampshire","330","Strafford","0170","Strafford",9049,1549,7500,1257,199,3,89,1,2241,419,92,4578,170
"G3300190","1910","New Hampshire","330","Sullivan","0190","Sullivan",5002,1639,3363,988,451,12,188,0,905,416,34,1965,43
"G3400010","1910","New Jersey","340","Atlantic","0010","Atlantic",16070,1558,14512,697,658,26,174,3,1889,2137,209,9402,875
"G3400030","1910","New Jersey","340","Bergen","0030","Bergen",30202,1235,28967,582,422,3,224,4,5382,9951,156,12727,751
"G3400050","1910","New Jersey","340","Burlington","0050","Burlington",15483,2321,13162,644,850,11,799,17,2944,2138,145,7466,469
"G3400070","1910","New Jersey","340","Camden","0070","Camden",32358,1211,31147,383,490,5,332,1,4399,6367,205,19343,833
"G3400090","1910","New Jersey","340","Cape May","0090","Cape May",5027,611,4416,305,196,3,103,4,1150,1044,46,1943,233
"G3400110","1910","New Jersey","340","Cumberland","0110","Cumberland",13189,2635,10554,883,1142,64,544,2,2254,2182,270,5576,272
"G3400130","1910","New Jersey","340","Essex","0130","Essex",112025,576,111449,238,208,11,118,1,9884,19436,303,79683,2143
"G3400150","1910","New Jersey","340","Gloucester","0150","Gloucester",9067,2170,6897,633,871,13,649,4,1591,1544,116,3478,168
"G3400170","1910","New Jersey","340","Hudson","0170","Hudson",114646,189,114457,36,68,13,72,0,8915,14429,398,88364,2351
"G3400190","1910","New Jersey","340","Hunterdon","0190","Hunterdon",8694,2878,5816,1078,958,6,831,5,1541,801,65,3243,166
"G3400210","1910","New Jersey","340","Mercer","0210","Mercer",26235,1547,24688,456,605,1,485,0,2967,4830,137,16248,506
"G3400230","1910","New Jersey","340","Middlesex","0230","Middlesex",23518,1520,21998,594,605,2,318,1,3645,4275,109,13691,278
"G3400250","1910","New Jersey","340","Monmouth","0250","Monmouth",22963,2846,20117,1126,1056,14,648,2,4861,4588,167,10372,129
"G3400270","1910","New Jersey","340","Morris","0270","Morris",15736,1883,13853,934,543,7,399,0,2986,2160,85,8422,200
"G3400290","1910","New Jersey","340","Ocean","0290","Ocean",5511,676,4835,452,163,3,58,0,1779,837,171,2006,42
"G3400310","1910","New Jersey","340","Passaic","0310","Passaic",45761,813,44948,376,271,5,158,3,4385,6962,208,31972,1421
"G3400330","1910","New Jersey","340","Salem","0330","Salem",6701,1992,4709,455,718,8,809,2,1214,627,84,2648,136
"G3400350","1910","New Jersey","340","Somerset","0350","Somerset",8630,1871,6759,610,796,13,446,6,1294,1387,84,3797,197
"G3400370","1910","New Jersey","340","Sussex","0370","Sussex",6059,1659,4400,605,481,2,567,4,976,511,121,2662,130
"G3400390","1910","New Jersey","340","Union","0390","Union",29961,607,29354,249,202,2,154,0,4545,6171,81,18122,435
"G3400410","1910","New Jersey","340","Warren","0410","Warren",10366,1789,8577,700,384,0,703,2,2153,902,49,5320,153
"G3550035","1910","New Mexico Territory","355","Bernalillo","0035","Bernalillo",5739,874,4865,792,34,0,45,3,1959,348,145,2351,62
"G3550055","1910","New Mexico Territory","355","Chaves","0055","Chaves",4175,2253,1922,1815,218,6,209,5,540,210,26,1110,36
"G3550075","1910","New Mexico Territory","355","Colfax","0075","Colfax",3856,638,3218,393,102,1,142,0,726,234,19,2213,26
"G3550095","1910","New Mexico Territory","355","Curry","0095","Curry",3016,1934,1082,1850,24,0,60,0,315,57,18,645,47
"G3550115","1910","New Mexico Territory","355","Dona Ana","0115","Dona Ana",2863,821,2042,512,63,4,237,5,1018,84,23,860,57
"G3550135","1910","New Mexico Territory","355","Eddy","0135","Eddy",2854,1258,1596,876,141,6,227,8,661,92,29,758,56
"G3550155","1910","New Mexico Territory","355","Grant","0155","Grant",3381,535,2846,378,32,6,118,1,1279,21,23,1505,18
"G3550175","1910","New Mexico Territory","355","Guadalupe","0175","Guadalupe",2640,1514,1126,1442,24,9,39,0,516,28,21,528,33
"G3550195","1910","New Mexico Territory","355","Lincoln","0195","Lincoln",1832,637,1195,541,24,3,68,1,408,9,14,720,44
"G3550215","1910","New Mexico Territory","355","Luna","0215","Luna",1039,332,707,287,10,1,32,2,224,29,3,440,11
"G3550235","1910","New Mexico Territory","355","McKinley","0235","Mckinley",2432,538,1894,458,16,14,25,25,939,6,17,614,318
"G3550255","1910","New Mexico Territory","355","Mora","0255","Mora",3171,1974,1197,1777,29,33,123,12,702,9,34,405,47
"G3550275","1910","New Mexico Territory","355","Otero","0275","Otero",1717,665,1052,548,20,1,94,2,456,21,22,451,102
"G3550295","1910","New Mexico Territory","355","Quay","0295","Quay",4248,3309,939,3200,20,0,85,4,293,49,8,579,10
"G3550315","1910","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",3707,1498,2209,1422,31,1,39,5,1566,17,35,531,60
"G3550335","1910","New Mexico Territory","355","Roosevelt","0335","Roosevelt",3346,2954,392,2765,113,7,68,1,135,36,4,212,5
"G3550355","1910","New Mexico Territory","355","Sandoval","0355","Sandoval",1981,1140,841,1094,11,0,31,4,506,4,27,257,47
"G3550375","1910","New Mexico Territory","355","San Juan","0375","San Juan",1877,1098,779,771,144,3,146,34,387,30,36,272,54
"G3550395","1910","New Mexico Territory","355","San Miguel","0395","San Miguel",5295,1382,3913,1263,45,0,72,2,2405,165,23,1270,50
"G3550435","1910","New Mexico Territory","355","Santa Fe","0435","Santa Fe",3602,1266,2336,1179,35,1,49,2,1175,49,42,985,85
"G3550455","1910","New Mexico Territory","355","Sierra","0455","Sierra",865,307,558,250,11,3,42,1,236,5,15,272,30
"G3550475","1910","New Mexico Territory","355","Socorro","0475","Socorro",3529,1049,2480,868,62,0,119,0,1041,31,83,1259,66
"G3550495","1910","New Mexico Territory","355","Taos","0495","Taos",2720,1031,1689,934,36,3,58,0,1185,45,24,402,33
"G3550515","1910","New Mexico Territory","355","Torrance","0515","Torrance",2824,2046,778,1894,28,0,123,1,354,27,16,348,33
"G3550535","1910","New Mexico Territory","355","Union","0535","Union",3093,2084,1009,1851,53,20,158,2,338,43,48,496,84
"G3550555","1910","New Mexico Territory","355","Valencia","0555","Valencia",3081,1266,1815,1178,12,3,67,6,930,9,29,745,102
"G3600010","1910","New York","360","Albany","0010","Albany",41272,3048,38224,1481,846,17,693,11,7215,3239,220,26660,890
"G3600030","1910","New York","360","Allegany","0030","Allegany",11218,4763,6455,2110,1473,16,1156,8,2650,914,44,2670,177
"G3600070","1910","New York","360","Broome","0070","Broome",19739,3828,15911,1694,1433,3,692,6,3675,2693,68,9213,262
"G3600090","1910","New York","360","Cattaraugus","0090","Cattaraugus",16537,5580,10957,2462,1979,42,1084,13,3857,1772,319,4643,366
"G3600110","1910","New York","360","Cayuga","0110","Cayuga",16943,4662,12281,1868,1578,4,1207,5,3708,2304,71,6063,135
"G3600130","1910","New York","360","Chautauqua","0130","Chautauqua",26506,6963,19543,3154,2622,18,1167,2,6091,4084,162,8709,497
"G3600150","1910","New York","360","Chemung","0150","Chemung",13660,2066,11594,946,583,9,528,0,3357,1594,64,6547,32
"G3600170","1910","New York","360","Chenango","0170","Chenango",9975,4024,5951,1601,1526,18,876,3,2042,870,35,2842,162
"G3600190","1910","New York","360","Clinton","0190","Clinton",9975,3475,6500,1878,1051,8,530,8,2036,593,61,3604,206
"G3600210","1910","New York","360","Columbia","0210","Columbia",10418,2896,7522,1318,1016,22,536,4,1794,706,61,4820,141
"G3600230","1910","New York","360","Cortland","0230","Cortland",8024,2498,5526,1048,883,4,561,2,1751,943,46,2657,129
"G3600250","1910","New York","360","Delaware","0250","Delaware",11834,4860,6974,1809,2324,25,693,9,2052,1134,104,3505,179
"G3600270","1910","New York","360","Dutchess","0270","Dutchess",20074,3377,16697,1557,1090,24,697,9,3181,2166,80,10891,379
"G3600290","1910","New York","360","Erie","0290","Erie",114054,7668,106386,3456,2380,24,1799,9,18731,18878,399,66046,2332
"G3600310","1910","New York","360","Essex","0310","Essex",7458,2201,5257,1475,435,2,284,5,1786,647,64,2556,204
"G3600330","1910","New York","360","Franklin","0330","Franklin",10106,3545,6561,1707,1232,3,598,5,2033,811,58,3479,180
"G3600350","1910","New York","360","Fulton","0350","Fulton",11987,1830,10157,1066,535,9,214,6,2372,1641,103,5815,226
"G3600370","1910","New York","360","Genesee","0370","Genesee",9371,3159,6212,1140,1204,11,801,3,1839,1389,72,2738,174
"G3600390","1910","New York","360","Greene","0390","Greene",7980,2555,5425,1181,937,4,433,0,1640,874,26,2729,156
"G3600410","1910","New York","360","Hamilton","0410","Hamilton",943,422,521,294,67,1,60,0,178,87,8,233,15
"G3600430","1910","New York","360","Herkimer","0430","Herkimer",13509,2962,10547,1195,846,15,904,2,3098,1513,56,5713,167
"G3600450","1910","New York","360","Jefferson","0450","Jefferson",20628,5545,15083,2024,1486,32,1995,8,5024,2203,106,7334,416
"G3600470","1910","New York","360","Kings","0470","Kings",353666,83,353583,21,25,2,35,0,17314,45929,551,284704,5085
"G3600490","1910","New York","360","Lewis","0490","Lewis",6336,3224,3112,1676,999,23,523,3,1294,371,39,1246,162
"G3600510","1910","New York","360","Livingston","0510","Livingston",9269,3059,6210,1149,935,5,968,2,2346,1021,19,2678,146
"G3600530","1910","New York","360","Madison","0530","Madison",10778,3851,6927,1678,1277,12,880,4,2535,1128,66,2987,211
"G3600550","1910","New York","360","Monroe","0550","Monroe",62014,5877,56137,2008,2338,20,1502,9,10747,13301,204,30660,1225
"G3600570","1910","New York","360","Montgomery","0570","Montgomery",13340,2128,11212,877,563,1,684,3,2601,1424,52,6951,184
"G3600590","1910","New York","360","Nassau","0590","Nassau",18511,1017,17494,454,238,5,314,6,3689,4497,118,8633,557
"G3600610","1910","New York","360","New York","0610","New York",587442,126,587316,8,18,8,92,0,8002,17158,980,548949,12227
"G3600630","1910","New York","360","Niagara","0630","Niagara",21120,4301,16819,1767,1405,10,1115,4,4207,3168,139,8889,416
"G3600650","1910","New York","360","Oneida","0650","Oneida",35745,6726,29019,3182,2184,25,1331,4,7142,4370,158,16962,387
"G3600670","1910","New York","360","Onondaga","0670","Onondaga",47326,5672,41654,2402,2032,12,1212,14,8119,9063,184,23083,1205
"G3600690","1910","New York","360","Ontario","0690","Ontario",13107,4150,8957,1482,1604,16,1047,1,2989,1609,63,4160,136
"G3600710","1910","New York","360","Orange","0710","Orange",26964,3735,23229,1441,1417,11,857,9,4613,3000,140,14776,700
"G3600730","1910","New York","360","Orleans","0730","Orleans",8021,2812,5209,910,946,10,943,3,1901,1013,34,2175,86
"G3600750","1910","New York","360","Oswego","0750","Oswego",18330,6219,12111,3131,2187,30,860,11,4657,1910,167,4959,418
"G3600770","1910","New York","360","Otsego","0770","Otsego",13343,5143,8200,2186,1776,22,1157,2,2783,1219,43,4023,132
"G3600790","1910","New York","360","Putnam","0790","Putnam",3376,957,2419,477,209,4,266,1,497,138,55,1635,94
"G3600810","1910","New York","360","Queens","0810","Queens",62001,651,61350,148,117,2,382,2,6262,14484,163,39638,803
"G3600830","1910","New York","360","Rensselaer","0830","Rensselaer",29592,3562,26030,1899,1039,5,618,1,5278,2487,99,17666,500
"G3600850","1910","New York","360","Richmond","0850","Richmond",17718,126,17592,33,40,0,53,0,3163,3236,76,10763,354
"G3600870","1910","New York","360","Rockland","0870","Rockland",9955,1072,8883,535,386,3,146,2,1869,1546,28,5110,330
"G3600890","1910","New York","360","St Lawrence","0890","St Lawrence",21336,8004,13332,3583,2304,17,2098,2,5157,1688,132,6053,302
"G3600910","1910","New York","360","Saratoga","0910","Saratoga",15182,3532,11650,1752,1100,16,661,3,3003,1426,104,6915,202
"G3600930","1910","New York","360","Schenectady","0930","Schenectady",19524,1008,18516,430,377,5,195,1,2731,3758,82,11751,194
"G3600950","1910","New York","360","Schoharie","0950","Schoharie",6615,3195,3420,1547,935,9,702,2,1259,350,35,1677,99
"G3600970","1910","New York","360","Schuyler","0970","Schuyler",4151,1852,2299,867,623,3,358,1,856,265,10,1163,5
"G3600990","1910","New York","360","Seneca","0990","Seneca",6462,2080,4382,787,635,4,650,4,1659,703,34,1959,27
"G3601010","1910","New York","360","Steuben","1010","Steuben",21681,6878,14803,2895,2470,21,1489,3,5031,2484,74,7171,43
"G3601030","1910","New York","360","Suffolk","1030","Suffolk",21049,2363,18686,1311,652,19,379,2,5966,3935,116,8067,602
"G3601050","1910","New York","360","Sullivan","1050","Sullivan",8280,3796,4484,2064,1374,12,343,3,1365,825,75,2086,133
"G3601070","1910","New York","360","Tioga","1070","Tioga",7375,2724,4651,1357,870,13,484,0,1730,552,35,2226,108
"G3601090","1910","New York","360","Tompkins","1090","Tompkins",9321,2912,6409,1349,923,15,616,9,1932,1050,60,3202,165
"G3601110","1910","New York","360","Ulster","1110","Ulster",21116,4904,16212,2400,1662,7,815,20,4096,1858,137,9681,440
"G3601130","1910","New York","360","Warren","1130","Warren",7991,1817,6174,1210,395,4,206,2,2116,1084,55,2840,79
"G3601150","1910","New York","360","Washington","1150","Washington",11811,3496,8315,1662,1188,9,628,9,2770,1170,58,4120,197
"G3601170","1910","New York","360","Wayne","1170","Wayne",13414,5149,8265,1999,2070,6,1073,1,3125,1293,49,3651,147
"G3601190","1910","New York","360","Westchester","1190","Westchester",57924,1727,56197,821,363,7,534,2,7251,10852,216,37013,865
"G3601210","1910","New York","360","Wyoming","1210","Wyoming",8188,3353,4835,1401,1300,3,647,2,1851,878,27,1985,94
"G3601230","1910","New York","360","Yates","1230","Yates",5260,2203,3057,748,963,6,485,1,1059,531,28,1370,69
"G3700010","1910","North Carolina","370","Alamance","0010","Alamance",5623,2452,3171,1440,301,8,702,1,867,267,35,1894,108
"G3700030","1910","North Carolina","370","Alexander","0030","Alexander",2303,1849,454,1062,350,0,436,1,148,24,17,255,10
"G3700050","1910","North Carolina","370","Alleghany","0050","Alleghany",1559,1432,127,1126,82,0,224,0,21,0,6,90,10
"G3700070","1910","North Carolina","370","Anson","0070","Anson",4844,3203,1641,883,247,1,2071,1,393,55,10,1070,113
"G3700090","1910","North Carolina","370","Ashe","0090","Ashe",3623,3137,486,2420,179,2,535,1,33,2,37,372,42
"G3700130","1910","North Carolina","370","Beaufort","0130","Beaufort",6596,2797,3799,1577,452,19,742,7,1077,189,88,2301,144
"G3700150","1910","North Carolina","370","Bertie","0150","Bertie",4607,3294,1313,1169,476,53,1580,16,315,73,52,733,140
"G3700170","1910","North Carolina","370","Bladen","0170","Bladen",3560,2433,1127,1691,251,14,475,2,353,62,72,590,50
"G3700190","1910","North Carolina","370","Brunswick","0190","Brunswick",2865,1622,1243,1190,145,0,287,0,466,38,55,649,35
"G3700210","1910","North Carolina","370","Buncombe","0210","Buncombe",10255,4037,6218,2530,322,5,1175,5,1393,388,147,4080,210
"G3700230","1910","North Carolina","370","Burke","0230","Burke",3793,2547,1246,1513,284,6,743,1,405,66,37,707,31
"G3700250","1910","North Carolina","370","Cabarrus","0250","Cabarrus",5066,2283,2783,777,204,27,1274,1,548,157,156,1834,88
"G3700270","1910","North Carolina","370","Caldwell","0270","Caldwell",4065,2528,1537,1724,177,1,620,6,379,94,25,962,77
"G3700290","1910","North Carolina","370","Camden","0290","Camden",1094,805,289,281,100,6,418,0,54,4,16,204,11
"G3700310","1910","North Carolina","370","Carteret","0310","Carteret",2954,913,2041,625,80,5,196,7,1306,94,14,505,122
"G3700330","1910","North Carolina","370","Caswell","0330","Caswell",2802,1970,832,712,131,11,1107,9,144,12,27,559,90
"G3700350","1910","North Carolina","370","Catawba","0350","Catawba",5544,3166,2378,1780,473,1,907,5,752,319,27,1219,61
"G3700370","1910","North Carolina","370","Chatham","0370","Chatham",4508,3497,1011,1875,264,5,1352,1,270,33,26,660,22
"G3700390","1910","North Carolina","370","Cherokee","0390","Cherokee",2768,1967,801,1154,55,10,740,8,227,53,20,482,19
"G3700410","1910","North Carolina","370","Chowan","0410","Chowan",2306,1004,1302,416,198,8,380,2,194,51,197,814,46
"G3700430","1910","North Carolina","370","Clay","0430","Clay",766,726,40,451,21,3,250,1,8,1,0,31,0
"G3700450","1910","North Carolina","370","Cleveland","0450","Cleveland",5745,3880,1865,1657,248,5,1969,1,554,53,27,1170,61
"G3700470","1910","North Carolina","370","Columbus","0470","Columbus",5588,3330,2258,2345,407,6,567,5,558,88,78,1421,113
"G3700490","1910","North Carolina","370","Craven","0490","Craven",5721,1979,3742,1065,178,7,717,12,994,135,74,2315,224
"G3700510","1910","North Carolina","370","Cumberland","0510","Cumberland",7009,3122,3887,1620,259,14,1225,4,996,98,100,2537,156
"G3700530","1910","North Carolina","370","Currituck","0530","Currituck",1596,946,650,521,67,2,347,9,229,2,3,369,47
"G3700550","1910","North Carolina","370","Dare","0550","Dare",1000,132,868,126,4,0,2,0,732,36,1,84,15
"G3700570","1910","North Carolina","370","Davidson","0570","Davidson",5960,3464,2496,2040,646,4,773,1,728,252,48,1410,58
"G3700590","1910","North Carolina","370","Davie","0590","Davie",2666,1752,914,793,222,2,734,1,175,50,47,612,30
"G3700610","1910","North Carolina","370","Duplin","0610","Duplin",5102,3568,1534,1759,525,2,1282,0,406,77,33,943,75
"G3700630","1910","North Carolina","370","Durham","0630","Durham",7176,1515,5661,568,107,2,837,1,1259,322,29,3924,127
"G3700650","1910","North Carolina","370","Edgecombe","0650","Edgecombe",6800,2978,3822,526,137,15,2292,8,594,156,65,2747,260
"G3700670","1910","North Carolina","370","Forsyth","0670","Forsyth",9810,2614,7196,1419,458,4,731,2,1678,573,115,4630,200
"G3700690","1910","North Carolina","370","Franklin","0690","Franklin",4762,3296,1466,986,211,5,2088,6,335,47,33,978,73
"G3700710","1910","North Carolina","370","Gaston","0710","Gaston",7141,2696,4445,1127,207,1,1359,2,855,184,25,3155,226
"G3700730","1910","North Carolina","370","Gates","0730","Gates",2027,1461,566,745,290,23,386,17,73,19,23,393,58
"G3700750","1910","North Carolina","370","Graham","0750","Graham",907,793,114,519,9,0,247,18,2,0,9,57,46
"G3700770","1910","North Carolina","370","Granville","0770","Granville",4721,3118,1603,1004,352,10,1750,2,363,105,15,1052,68
"G3700790","1910","North Carolina","370","Greene","0790","Greene",2648,2030,618,389,144,28,1467,2,117,33,15,416,37
"G3700810","1910","North Carolina","370","Guilford","0810","Guilford",12497,3746,8751,2146,531,9,1050,10,1994,988,51,5518,200
"G3700830","1910","North Carolina","370","Halifax","0830","Halifax",7511,4068,3443,1054,292,29,2684,9,609,117,44,2410,263
"G3700850","1910","North Carolina","370","Harnett","0850","Harnett",4288,2606,1682,1530,179,5,890,2,317,57,37,1184,87
"G3700870","1910","North Carolina","370","Haywood","0870","Haywood",3953,2085,1868,1143,98,16,826,2,336,43,137,1279,73
"G3700890","1910","North Carolina","370","Henderson","0890","Henderson",3385,2105,1280,1354,240,1,504,6,312,128,28,756,56
"G3700910","1910","North Carolina","370","Hertford","0910","Hertford",2881,1972,909,631,265,15,1040,21,250,75,34,487,63
"G3700950","1910","North Carolina","370","Hyde","0950","Hyde",1801,1233,568,475,130,1,626,1,222,19,15,259,53
"G3700970","1910","North Carolina","370","Iredell","0970","Iredell",6833,3921,2912,1862,471,20,1560,8,967,274,40,1549,82
"G3700990","1910","North Carolina","370","Jackson","0990","Jackson",2448,1866,582,1288,79,7,491,1,89,8,39,331,115
"G3701010","1910","North Carolina","370","Johnston","1010","Johnston",8296,5685,2611,2334,703,28,2618,2,637,151,25,1748,50
"G3701030","1910","North Carolina","370","Jones","1030","Jones",1669,1261,408,323,121,1,815,1,91,16,2,277,22
"G3701050","1910","North Carolina","370","Lee","1050","Lee",2290,1214,1076,663,87,1,461,2,322,49,6,668,31
"G3701070","1910","North Carolina","370","Lenoir","1070","Lenoir",4645,2274,2371,484,216,14,1489,71,649,121,31,1480,90
"G3701090","1910","North Carolina","370","Lincoln","1090","Lincoln",3276,2262,1014,1077,226,0,958,1,291,77,8,618,20
"G3701110","1910","North Carolina","370","McDowell","1110","Mcdowell",2706,1599,1107,946,102,41,507,3,328,70,19,646,44
"G3701130","1910","North Carolina","370","Macon","1130","Macon",2303,1911,392,1274,95,5,535,2,89,11,39,220,33
"G3701150","1910","North Carolina","370","Madison","1150","Madison",3897,3160,737,1594,158,4,1402,2,150,6,17,516,48
"G3701170","1910","North Carolina","370","Martin","1170","Martin",3648,2096,1552,817,345,11,917,6,366,84,24,847,231
"G3701190","1910","North Carolina","370","Mecklenburg","1190","Mecklenburg",14025,4222,9803,1123,346,10,2739,4,1711,755,173,6586,578
"G3701210","1910","North Carolina","370","Mitchell","1210","Mitchell",3330,2470,860,1814,174,1,478,3,198,14,19,581,48
"G3701230","1910","North Carolina","370","Montgomery","1230","Montgomery",2875,1687,1188,941,109,1,636,0,239,31,17,865,36
"G3701250","1910","North Carolina","370","Moore","1250","Moore",3410,1761,1649,1168,88,7,498,0,534,65,177,818,55
"G3701270","1910","North Carolina","370","Nash","1270","Nash",6705,3890,2815,1215,298,10,2367,0,564,130,29,2075,17
"G3701290","1910","North Carolina","370","New Hanover","1290","New Hanover",7211,396,6815,238,60,1,97,0,1468,338,287,4463,259
"G3701310","1910","North Carolina","370","Northampton","1310","Northampton",4444,3150,1294,1036,317,5,1786,6,306,52,18,868,50
"G3701330","1910","North Carolina","370","Onslow","1330","Onslow",2800,1840,960,1068,153,1,615,3,258,42,16,598,46
"G3701350","1910","North Carolina","370","Orange","1350","Orange",2987,1906,1081,1051,165,2,687,1,445,27,23,553,33
"G3701370","1910","North Carolina","370","Pamlico","1370","Pamlico",2032,995,1037,584,189,1,220,1,378,103,23,500,33
"G3701390","1910","North Carolina","370","Pasquotank","1390","Pasquotank",3455,1196,2259,408,151,67,568,2,473,284,67,1280,155
"G3701410","1910","North Carolina","370","Pender","1410","Pender",3123,1913,1210,1346,232,6,328,1,281,29,28,766,106
"G3701430","1910","North Carolina","370","Perquimans","1430","Perquimans",2196,1293,903,431,228,5,623,6,149,107,21,565,61
"G3701450","1910","North Carolina","370","Person","1450","Person",3299,2297,1002,828,117,6,1343,3,174,42,5,708,73
"G3701470","1910","North Carolina","370","Pitt","1470","Pitt",7235,4324,2911,1097,466,20,2728,13,609,142,57,1798,305
"G3701490","1910","North Carolina","370","Polk","1490","Polk",1560,1123,437,526,103,2,489,3,147,15,15,232,28
"G3701510","1910","North Carolina","370","Randolph","1510","Randolph",6071,3969,2102,2527,603,5,834,0,707,136,49,1133,77
"G3701530","1910","North Carolina","370","Richmond","1530","Richmond",3914,1420,2494,494,66,2,856,2,476,110,52,1557,299
"G3701550","1910","North Carolina","370","Robeson","1550","Robeson",10328,6258,4070,2526,236,54,3425,17,809,107,192,2671,291
"G3701570","1910","North Carolina","370","Rockingham","1570","Rockingham",6832,3202,3630,1176,243,16,1761,6,757,220,197,2352,104
"G3701590","1910","North Carolina","370","Rowan","1590","Rowan",7723,3219,4504,1484,487,22,1215,11,1113,347,116,2797,131
"G3701610","1910","North Carolina","370","Rutherford","1610","Rutherford",5538,3373,2165,1542,226,13,1592,0,428,51,26,1586,74
"G3701630","1910","North Carolina","370","Sampson","1630","Sampson",5839,4412,1427,2427,460,21,1492,12,438,63,41,759,126
"G3701650","1910","North Carolina","370","Scotland","1650","Scotland",3094,1492,1602,347,25,2,1116,2,230,18,16,1292,46
"G3701670","1910","North Carolina","370","Stanly","1670","Stanly",3782,2329,1453,1192,319,5,811,2,367,76,25,900,85
"G3701690","1910","North Carolina","370","Stokes","1690","Stokes",3783,3343,440,1292,422,22,1602,5,132,15,8,244,41
"G3701710","1910","North Carolina","370","Surry","1710","Surry",5910,4082,1828,2104,690,13,1272,3,574,144,33,1023,54
"G3701730","1910","North Carolina","370","Swain","1730","Swain",2021,1380,641,929,22,1,421,7,115,8,23,477,18
"G3701750","1910","North Carolina","370","Transylvania","1750","Transylvania",1449,895,554,607,48,3,232,5,146,26,18,337,27
"G3701770","1910","North Carolina","370","Tyrrell","1770","Tyrrell",1070,641,429,264,172,7,198,0,79,20,60,191,79
"G3701790","1910","North Carolina","370","Union","1790","Union",6315,4640,1675,1697,308,8,2624,3,419,88,8,1026,134
"G3701810","1910","North Carolina","370","Vance","1810","Vance",3709,1894,1815,576,218,4,1096,0,478,85,11,1227,14
"G3701830","1910","North Carolina","370","Wake","1830","Wake",12645,5604,7041,2036,520,13,3032,3,1624,316,151,4866,84
"G3701850","1910","North Carolina","370","Warren","1850","Warren",3864,2701,1163,951,242,24,1473,11,264,64,47,694,94
"G3701870","1910","North Carolina","370","Washington","1870","Washington",2224,960,1264,442,190,7,300,21,324,47,45,738,110
"G3701890","1910","North Carolina","370","Watauga","1890","Watauga",2633,2286,347,1683,165,1,436,1,70,7,9,229,32
"G3701910","1910","North Carolina","370","Wayne","1910","Wayne",7335,3855,3480,1031,375,9,2432,8,778,161,43,2392,106
"G3701930","1910","North Carolina","370","Wilkes","1930","Wilkes",6015,4984,1031,3376,400,3,1202,3,274,46,26,632,53
