GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B69AA125,B69AB125,B69AC125,B84AA125,B84AB125,B84AC125,B84AD125,B84AE125,B84AF125,B69AA125M,B69AB125M,B69AC125M,B84AA125M,B84AB125M,B84AC125M,B84AD125M,B84AE125M,B84AF125M
"G4701590","2008-2012","Tennessee","47","470","Smith County","159","1590","Smith County, Tennessee",1154,10297,1601,8896,14,8882,8047,835,6208,175,483,205,358,17,356,363,193,397
"G4701610","2008-2012","Tennessee","47","470","Stewart County","161","1610","Stewart County, Tennessee",680,7418,1077,5582,158,5424,4746,678,4917,143,473,199,304,104,300,302,161,281
"G4701630","2008-2012","Tennessee","47","470","Sullivan County","163","1630","Sullivan County, Tennessee",7539,81924,23266,72825,47,72778,66471,6307,55781,503,1683,879,993,42,997,987,591,1005
"G4701650","2008-2012","Tennessee","47","470","Sumner County","165","1650","Sumner County, Tennessee",4472,78171,25452,83203,313,82890,76769,6121,41989,463,1885,1022,1047,158,1068,1230,558,1051
"G4701670","2008-2012","Tennessee","47","470","Tipton County","167","1670","Tipton County, Tennessee",2238,31314,5680,30257,405,29852,25920,3932,16611,309,1097,485,607,160,625,735,423,624
"G4701690","2008-2012","Tennessee","47","470","Trousdale County","169","1690","Trousdale County, Tennessee",513,4072,657,3822,22,3800,3375,425,2383,143,374,168,266,36,255,337,138,280
"G4701710","2008-2012","Tennessee","47","470","Unicoi County","171","1710","Unicoi County, Tennessee",1412,10387,1509,7556,5,7551,7037,514,7449,249,575,245,419,15,418,432,169,444
"G4701730","2008-2012","Tennessee","47","470","Union County","173","1730","Union County, Tennessee",1971,10017,1001,7791,2,7789,7016,773,7417,292,536,187,443,5,442,427,194,440
"G4701750","2008-2012","Tennessee","47","470","Van Buren County","175","1750","Van Buren County, Tennessee",370,3220,390,2490,0,2490,2296,194,2052,77,230,91,182,17,182,189,81,183
"G4701770","2008-2012","Tennessee","47","470","Warren County","177","1770","Warren County, Tennessee",2589,21191,3208,17419,0,17419,15694,1725,13705,344,822,362,566,26,566,553,315,590
"G4701790","2008-2012","Tennessee","47","470","Washington County","179","1790","Washington County, Tennessee",4656,55109,24337,60607,170,60437,56105,4332,40042,496,1560,1067,960,117,956,987,497,940
"G4701810","2008-2012","Tennessee","47","470","Wayne County","181","1810","Wayne County, Tennessee",1297,10053,949,6648,0,6648,5750,898,7509,205,516,185,363,19,363,366,197,385
"G4701830","2008-2012","Tennessee","47","470","Weakley County","183","1830","Weakley County, Tennessee",1369,16018,4500,16936,116,16820,14652,2168,11816,199,692,402,532,91,545,621,301,568
"G4701850","2008-2012","Tennessee","47","470","White County","185","1850","White County, Tennessee",1931,13882,2140,11590,4,11586,10277,1309,9124,245,658,288,399,6,399,384,217,424
"G4701870","2008-2012","Tennessee","47","470","Williamson County","187","1870","Williamson County, Tennessee",2406,55024,62111,94647,134,94513,89744,4769,41973,366,1546,1444,1094,84,1091,1218,535,1125
"G4701890","2008-2012","Tennessee","47","470","Wilson County","189","1890","Wilson County, Tennessee",3328,54171,20068,59101,77,59024,54630,4394,30422,444,1475,955,951,53,953,938,490,967
"G4800010","2008-2012","Texas","48","480","Anderson County","001","0010","Anderson County, Texas",3008,34572,4208,22361,30,22331,20774,1557,25857,386,1189,413,877,33,875,837,366,894
"G4800030","2008-2012","Texas","48","480","Andrews County","003","0030","Andrews County, Texas",1388,6448,1294,7305,12,7293,6907,386,3772,243,515,233,313,22,315,303,161,317
"G4800050","2008-2012","Texas","48","480","Angelina County","005","0050","Angelina County, Texas",5249,41758,8373,39090,81,39009,35938,3071,26581,526,1462,629,770,92,759,827,429,819
"G4800070","2008-2012","Texas","48","480","Aransas County","007","0070","Aransas County, Texas",1021,12091,3949,9648,0,9648,8903,745,9631,208,770,421,553,24,553,542,215,562
"G4800090","2008-2012","Texas","48","480","Archer County","009","0090","Archer County, Texas",322,4640,1165,4337,12,4325,4203,122,2720,65,269,128,136,18,140,143,42,131
"G4800110","2008-2012","Texas","48","480","Armstrong County","011","0110","Armstrong County, Texas",54,923,302,833,0,833,793,40,624,55,117,59,86,13,86,90,26,78
"G4800130","2008-2012","Texas","48","480","Atascosa County","013","0130","Atascosa County, Texas",3622,20935,3686,20674,81,20593,18497,2096,12857,426,981,461,547,68,547,638,428,578
"G4800150","2008-2012","Texas","48","480","Austin County","015","0150","Austin County, Texas",1550,13845,3511,13925,13,13912,12847,1065,8096,272,769,418,458,19,461,489,236,484
"G4800170","2008-2012","Texas","48","480","Bailey County","017","0170","Bailey County, Texas",675,2804,537,3486,0,3486,3119,367,1659,198,377,164,298,18,298,335,158,290
"G4800190","2008-2012","Texas","48","480","Bandera County","019","0190","Bandera County, Texas",718,11150,3496,9248,0,9248,8588,660,7721,223,727,429,419,24,419,376,191,435
"G4800210","2008-2012","Texas","48","480","Bastrop County","021","0210","Bastrop County, Texas",4724,36339,8112,36143,110,36033,33244,2789,20385,576,1351,628,776,80,773,937,555,762
"G4800230","2008-2012","Texas","48","480","Baylor County","023","0230","Baylor County, Texas",114,2087,611,1550,0,1550,1506,44,1589,61,241,141,148,13,148,139,29,170
"G4800250","2008-2012","Texas","48","480","Bee County","025","0250","Bee County, Texas",2988,16919,1844,10835,24,10811,9796,1015,15211,364,797,267,464,39,466,508,234,513
"G4800270","2008-2012","Texas","48","480","Bell County","027","0270","Bell County, Texas",8574,135298,39227,154787,24080,130707,119309,11398,76207,722,2648,1346,1693,1035,2123,2020,893,1663
"G4800290","2008-2012","Texas","48","480","Bexar County","029","0290","Bexar County, Texas",95605,693765,276160,856690,23008,833682,768369,65313,451170,2245,5857,3391,3464,1240,3504,3894,2231,3314
"G4800310","2008-2012","Texas","48","480","Blanco County","031","0310","Blanco County, Texas",457,5029,2099,5315,0,5315,4880,435,3215,148,459,287,248,20,248,275,169,247
"G4800330","2008-2012","Texas","48","480","Borden County","033","0330","Borden County, Texas",21,279,125,288,0,288,278,10,164,39,56,43,59,13,59,56,8,52
"G4800350","2008-2012","Texas","48","480","Bosque County","035","0350","Bosque County, Texas",1070,9803,1965,8019,2,8017,7234,783,6624,159,439,200,253,4,253,262,151,246
"G4800370","2008-2012","Texas","48","480","Bowie County","037","0370","Bowie County, Texas",3065,47343,11414,42331,136,42195,38182,4013,30427,404,1360,756,913,92,913,910,543,953
"G4800390","2008-2012","Texas","48","480","Brazoria County","039","0390","Brazoria County, Texas",12700,134508,53950,154783,281,154502,144620,9882,81698,916,2699,1651,1561,115,1574,1565,925,1572
"G4800410","2008-2012","Texas","48","480","Brazos County","041","0410","Brazos County, Texas",6415,51459,36602,99662,386,99276,91456,7820,58900,696,1544,1217,1464,190,1469,1393,740,1456
"G4800430","2008-2012","Texas","48","480","Brewster County","043","0430","Brewster County, Texas",450,3564,2196,4818,18,4800,4692,108,2696,133,342,269,270,25,268,272,55,270
"G4800450","2008-2012","Texas","48","480","Briscoe County","045","0450","Briscoe County, Texas",119,823,196,747,0,747,723,24,609,41,98,51,76,13,76,76,21,87
"G4800470","2008-2012","Texas","48","480","Brooks County","047","0470","Brooks County, Texas",1166,2967,432,2724,0,2724,2282,442,2831,252,393,126,358,18,358,333,239,290
"G4800490","2008-2012","Texas","48","480","Brown County","049","0490","Brown County, Texas",1522,19779,4068,15833,29,15804,15239,565,14189,231,731,368,545,29,548,533,141,547
"G4800510","2008-2012","Texas","48","480","Burleson County","051","0510","Burleson County, Texas",1285,9204,1350,7746,11,7735,7261,474,5766,283,532,210,375,19,379,374,149,385
"G4800530","2008-2012","Texas","48","480","Burnet County","053","0530","Burnet County, Texas",2120,21292,6615,19881,14,19867,18643,1224,14426,350,998,539,583,17,582,595,264,570
"G4800550","2008-2012","Texas","48","480","Caldwell County","055","0550","Caldwell County, Texas",2322,17909,3545,16767,36,16731,14918,1813,12785,352,817,424,684,51,680,697,427,665
"G4800570","2008-2012","Texas","48","480","Calhoun County","057","0570","Calhoun County, Texas",1554,10310,2124,9930,30,9900,8750,1150,6457,269,645,310,442,31,439,471,235,476
"G4800590","2008-2012","Texas","48","480","Callahan County","059","0590","Callahan County, Texas",387,7372,1627,6222,31,6191,5783,408,4505,110,455,259,330,33,329,329,133,304
"G4800610","2008-2012","Texas","48","480","Cameron County","061","0610","Cameron County, Texas",53952,143245,34448,157250,385,156865,142270,14595,129721,1673,2706,1260,1995,182,1984,1940,839,2029
"G4800630","2008-2012","Texas","48","480","Camp County","063","0630","Camp County, Texas",1246,5675,1258,5359,0,5359,4866,493,4084,252,508,220,282,20,282,308,169,291
"G4800650","2008-2012","Texas","48","480","Carson County","065","0650","Carson County, Texas",159,3143,953,3013,0,3013,2952,61,1861,69,244,139,141,18,141,141,29,131
"G4800670","2008-2012","Texas","48","480","Cass County","067","0670","Cass County, Texas",956,17379,2872,13012,0,13012,11572,1440,11272,209,709,350,489,27,489,532,266,474
"G4800690","2008-2012","Texas","48","480","Castro County","069","0690","Castro County, Texas",980,3194,655,3512,0,3512,3368,144,2309,193,279,135,173,18,173,176,54,177
"G4800710","2008-2012","Texas","48","480","Chambers County","071","0710","Chambers County, Texas",1357,17014,3710,16318,25,16293,15161,1132,9421,284,818,426,509,29,508,562,254,495
"G4800730","2008-2012","Texas","48","480","Cherokee County","073","0730","Cherokee County, Texas",3391,25159,4200,20893,0,20893,19527,1366,17976,379,952,404,648,30,648,642,238,630
"G4800750","2008-2012","Texas","48","480","Childress County","075","0750","Childress County, Texas",199,3945,777,3065,0,3065,2944,121,2769,100,463,225,296,18,296,294,83,307
"G4800770","2008-2012","Texas","48","480","Clay County","077","0770","Clay County, Texas",297,5905,1366,5400,43,5357,5037,320,3254,87,312,166,213,35,223,230,91,205
"G4800790","2008-2012","Texas","48","480","Cochran County","079","0790","Cochran County, Texas",408,1253,240,1327,2,1325,1177,148,996,73,122,53,75,4,75,92,51,74
"G4800810","2008-2012","Texas","48","480","Coke County","081","0810","Coke County, Texas",154,1875,388,1512,6,1506,1430,76,1249,55,170,80,93,9,93,95,50,93
"G4800830","2008-2012","Texas","48","480","Coleman County","083","0830","Coleman County, Texas",410,4807,858,3425,0,3425,3228,197,3674,115,341,145,254,18,254,240,89,268
"G4800850","2008-2012","Texas","48","480","Collin County","085","0850","Collin County, Texas",16302,241961,248049,430276,461,429815,406348,23467,157636,1090,3510,3523,2017,192,2016,2116,1284,2017
"G4800870","2008-2012","Texas","48","480","Collingsworth County","087","0870","Collingsworth County, Texas",244,1375,411,1391,0,1391,1328,63,869,78,163,84,106,13,106,103,30,115
"G4800890","2008-2012","Texas","48","480","Colorado County","089","0890","Colorado County, Texas",1426,10495,2345,9680,8,9672,9195,477,6848,222,586,277,422,14,421,412,150,418
"G4800910","2008-2012","Texas","48","480","Comal County","091","0910","Comal County, Texas",3905,47241,24355,54638,310,54328,50923,3405,31824,510,1542,1065,969,149,1005,1084,509,1020
"G4800930","2008-2012","Texas","48","480","Comanche County","093","0930","Comanche County, Texas",761,6954,1773,5379,0,5379,5021,358,5574,174,390,225,331,20,331,350,100,312
"G4800950","2008-2012","Texas","48","480","Concho County","095","0950","Concho County, Texas",620,2327,380,1316,12,1304,1215,89,2217,125,246,90,190,17,191,188,52,189
"G4800970","2008-2012","Texas","48","480","Cooke County","097","0970","Cooke County, Texas",1798,18909,4369,19588,24,19564,17888,1676,10330,318,843,384,527,31,529,495,298,529
"G4800990","2008-2012","Texas","48","480","Coryell County","099","0990","Coryell County, Texas",1572,36928,6714,33850,8216,25634,23390,2244,23111,280,1285,586,890,753,1014,941,372,877
"G4801010","2008-2012","Texas","48","480","Cottle County","101","1010","Cottle County, Texas",140,842,198,715,0,715,702,13,603,53,144,66,237,13,237,231,15,115
"G4801030","2008-2012","Texas","48","480","Crane County","103","1030","Crane County, Texas",491,1919,389,1859,0,1859,1702,157,1378,103,196,89,108,13,108,114,58,109
"G4801050","2008-2012","Texas","48","480","Crockett County","105","1050","Crockett County, Texas",422,1856,242,1926,0,1926,1783,143,943,142,298,104,182,13,182,173,91,190
"G4801070","2008-2012","Texas","48","480","Crosby County","107","1070","Crosby County, Texas",645,2741,509,2711,16,2695,2519,176,1827,91,178,78,98,14,98,111,54,103
"G4801090","2008-2012","Texas","48","480","Culberson County","109","1090","Culberson County, Texas",337,904,244,1265,0,1265,1129,136,583,113,189,90,142,13,142,131,107,141
"G4801110","2008-2012","Texas","48","480","Dallam County","111","1110","Dallam County, Texas",661,2817,416,3662,0,3662,3552,110,1199,177,301,116,236,18,236,221,66,188
"G4801130","2008-2012","Texas","48","480","Dallas County","113","1130","Dallas County, Texas",172788,895487,418199,1232587,1274,1231313,1124454,106859,560401,3296,6529,4132,4406,290,4418,4723,2202,4460
"G4801150","2008-2012","Texas","48","480","Dawson County","115","1150","Dawson County, Texas",1520,6694,731,5211,0,5211,4838,373,5669,222,454,155,320,20,320,320,141,347
"G4801170","2008-2012","Texas","48","480","Deaf Smith County","117","1170","Deaf Smith County, Texas",2212,7319,1671,8590,9,8581,8091,490,5203,288,480,244,336,15,337,319,150,336
"G4801190","2008-2012","Texas","48","480","Delta County","119","1190","Delta County, Texas",220,2806,563,2303,0,2303,2088,215,1883,79,228,121,174,18,174,162,88,167
"G4801210","2008-2012","Texas","48","480","Denton County","121","1210","Denton County, Texas",15045,233222,167453,378594,370,378224,353234,24990,125695,1078,3422,2468,2164,143,2167,2397,1180,2162
"G4801230","2008-2012","Texas","48","480","DeWitt County","123","1230","DeWitt County, Texas",1514,11011,1748,8720,0,8720,8260,460,7598,222,563,240,421,24,421,427,147,406
"G4801250","2008-2012","Texas","48","480","Dickens County","125","1250","Dickens County, Texas",176,1365,236,946,0,946,895,51,1070,47,142,59,94,13,94,85,25,110
"G4801270","2008-2012","Texas","48","480","Dimmit County","127","1270","Dimmit County, Texas",1612,3889,556,4383,0,4383,3932,451,3146,249,451,169,367,20,367,419,175,360
"G4801290","2008-2012","Texas","48","480","Donley County","129","1290","Donley County, Texas",177,1760,455,1616,0,1616,1579,37,1373,62,162,89,105,13,105,105,24,127
"G4801310","2008-2012","Texas","48","480","Duval County","131","1310","Duval County, Texas",1141,5888,561,5256,0,5256,4840,416,3989,211,496,153,270,20,270,289,133,275
"G4801330","2008-2012","Texas","48","480","Eastland County","133","1330","Eastland County, Texas",974,9344,2108,7440,0,7440,7120,320,7557,203,560,277,416,20,416,408,102,411
"G4801350","2008-2012","Texas","48","480","Ector County","135","1350","Ector County, Texas",10738,60819,10869,68404,14,68390,64519,3871,33498,739,1738,649,906,16,906,891,502,967
"G4801370","2008-2012","Texas","48","480","Edwards County","137","1370","Edwards County, Texas",314,764,328,1086,0,1086,962,124,586,90,126,92,121,13,121,133,76,125
"G4801390","2008-2012","Texas","48","480","Ellis County","139","1390","Ellis County, Texas",6036,67692,19407,77444,49,77395,71714,5681,34558,560,1627,939,977,50,982,1122,578,989
"G4801410","2008-2012","Texas","48","480","El Paso County","141","1410","El Paso County, Texas",78604,296768,95461,357931,15458,342473,314337,28136,231623,1999,3712,2229,2524,937,2670,2790,1345,2560
"G4801430","2008-2012","Texas","48","480","Erath County","143","1430","Erath County, Texas",1954,14695,5416,19938,8,19930,18904,1026,10848,317,773,438,646,15,643,619,243,659
"G4801450","2008-2012","Texas","48","480","Falls County","145","1450","Falls County, Texas",1152,9492,1426,7201,0,7201,6640,561,7165,176,504,195,357,20,357,347,136,343
"G4801470","2008-2012","Texas","48","480","Fannin County","147","1470","Fannin County, Texas",1673,18193,3582,14861,15,14846,13704,1142,12427,241,706,311,471,16,472,446,212,471
"G4801490","2008-2012","Texas","48","480","Fayette County","149","1490","Fayette County, Texas",1521,13021,3096,11976,0,11976,11670,306,7841,240,641,315,350,24,350,347,104,346
"G4801510","2008-2012","Texas","48","480","Fisher County","151","1510","Fisher County, Texas",251,2008,416,1903,0,1903,1765,138,1246,54,165,77,108,13,108,104,52,120
